kmeans_cluster,meanTransactions,medianTransactions,maxTransactions,stdTransactions,totalOtherShopTrans,meanUtilization,meanPortability,meanTransactionToCardRatio,totalRice,totalWheat,meanRiceWheatRatio,totalRcs,volatilityCoeff,portabilityLoad,seasonalPeakToMean,shop_count
0,1178.9148232532448,1183.0070422535211,1351.150234741784,101.53738514004574,14918.710798122065,1.1334308516355454,0.750756998546533,1.1334308516355454,444757.71549295774,43523.66009389672,7.576574742664546,1065.5995753935376,0.0906029049115188,0.7508981412948097,1.1532182844313104,1065
1,339.4090343983157,339.5500980566946,364.9147798181494,14.097428536649801,738.4749509716527,0.7999861667111239,0.13190038629888454,0.7999861667111239,117483.76502050276,19.21572472811553,0.18752514158271416,427.6764399598039,0.04485379238290288,0.13237052567658575,1.0809975585130567,11218
2,238.68657897265768,233.93743016759777,369.8692737430168,69.68588865277279,2360.245810055866,0.4855549937968005,0.5962131196902086,0.4855549937968005,81240.48156424581,2979.794413407821,3.54601118720228,474.5913317640478,0.3317585607827132,0.5938960073980936,1.6567969357614127,895
3,592.5524985495871,593.815934065934,658.4202102245581,37.928644858220956,5165.158623984711,0.9476182904283936,0.5331301567100077,0.9476182904283936,207485.1519350215,2415.8440038222648,2.329935001725528,638.5105965379463,0.06722742182282057,0.5337586347361338,1.1155458587933569,4186
4,1225.4901960784314,1232.0,1406.0,94.15293239495257,13944.333333333334,1.0277641535917577,0.6770893271251602,1.0277641535917577,460284.3333333333,11874.666666666666,1806.1009916036758,1168.0980392156864,0.08063714127435904,0.677190711446466,1.140292891739268,3
