shopNo,distCode,totalTransactions,meanTransactions,medianTransactions,maxTransactions,stdTransactions,totalOtherShopTrans,meanUtilization,meanPortability,totalRice,totalWheat,meanRiceWheatRatio,meanTransactionToCardRatio,totalRcs,volatilityCoeff,portabilityLoad,seasonalPeakTransactions,seasonalMeanTransactions,seasonalStdTransactions,seasonalPeakToMean,latitude,longitude,distName,shopStatus,pca1,pca2,pca3,kmeans_cluster,dbscan_cluster,clusterPersona
1672266,536,356508,1165.0588235294117,1148.0,1431,116.9027189965027,333072,0.9601722420632487,0.9342366465366004,9074322.0,1529172.0,5.946477918511248,0.9601722420632487,1213.388888888889,0.1003406151136295,0.9342623447440169,25758,20971.058823529413,2165.463128022163,1.2282641623750379,17.33502,78.480322,Hyderabad,Active,9.780907187237196,0.6388832701987085,-0.6561104979961722,3,0,High-Volume Urban Hubs
3384103,930,159822,522.2941176470588,501.0,779,130.31114755998126,149310,0.6390255392395363,0.9331079650088788,3258414.0,404766.0,472.965212262356,0.6390255392395363,817.3333333333334,0.2494976358283232,0.9342268273454217,14022,9401.29411764706,2413.835945251507,1.491496790179074,17.497742,78.421044,Medchal,Active,4.588262287985056,4.218870213081894,0.5331374609573487,0,-1,Active Urban Shops
3727038,934,130734,427.2352941176471,472.0,491,94.52214692037947,122094,0.7926443304594565,0.9366777045443246,3199176.0,0.0,0.0,0.7926443304594565,539.0,0.2212414288374571,0.9339116067740603,8838,7690.235294117647,1750.8936121810686,1.1492496213685806,17.680306,77.605294,Sangareddy,Active,2.179277284927383,2.7286428780008998,1.055912569845141,0,0,Active Urban Shops
2111044,540,215352,703.7647058823529,697.0,791,23.65954275458072,201096,0.9525353734791826,0.9338720581925949,4418316.0,0.0,0.0,0.9525353734791826,738.8333333333334,0.033618541192567054,0.9338014042126379,14238,12667.764705882353,438.2607000136688,1.1239551989301237,18.011017,79.571513,Hanumakonda,Active,3.378736980508177,0.37044780186236326,0.5134513597931131,0,0,Active Urban Shops
3513035,932,120582,394.05882352941177,393.0,426,14.71487940787924,112536,0.9107637888445745,0.9332468539988312,2601378.0,0.0,0.0,0.9107637888445745,432.77777777777777,0.03734183459231931,0.9332736229287953,7668,7093.058823529412,272.57303392582577,1.0810568741603224,19.084285,78.343335,Nirmal,Active,0.9434502260396502,0.9619100205904161,1.102980635230426,0,0,Active Urban Shops
1671194,536,486234,1589.0,1584.0,1761,80.80723876030889,453780,1.575955080779524,0.933215066454491,11031498.0,1245492.0,8.866269447574286,1.575955080779524,1008.2777777777778,0.05085414648225858,0.9332543590123275,31698,28602.0,1496.8436792130292,1.1082441787287602,17.352536,78.521568,Hyderabad,Active,11.507804598002501,-1.5302895528165554,0.3116946758782706,3,0,High-Volume Urban Hubs
3302216,930,97092,317.29411764705884,315.0,473,47.154977464852074,90576,0.8235535706123941,0.9309961173968696,1949580.0,229950.0,9.534142160171632,0.8235535706123941,385.27777777777777,0.14861598385288935,0.9328883945124212,8514,5711.294117647059,873.4815227514747,1.4907304412309974,17.481162,78.545815,Medchal,Active,1.1292804763433335,2.997879922219679,1.4385052824856368,0,0,Active Urban Shops
4116034,938,151524,495.1764705882353,498.0,559,28.117812485643736,141336,0.9525371578042306,0.9333106243701464,3467250.0,0.0,0.0,0.9525371578042306,520.8888888888889,0.05678341794439813,0.9327631266334047,10062,8913.176470588236,520.8440547916094,1.1288904727963887,17.266078,77.585707,Vikarabad,Active,1.9087941478284907,0.9824840185714668,1.030979978489863,0,0,Active Urban Shops
3302212,930,105102,343.47058823529414,354.0,416,43.527878208019715,97974,0.5813532692863469,0.9331662405178156,1528128.0,391500.0,14.630237254533423,0.5813532692863469,590.8888888888889,0.12672956491459755,0.9321801678369583,7488,6182.470588235294,806.2944652581228,1.2111662955985614,17.480539,78.551753,Medchal,Active,1.3676439799151923,2.46887580203565,0.46277398910634576,0,0,Active Urban Shops
2706014,924,142344,465.1764705882353,474.0,558,51.60964678500428,132678,0.9783492422063207,0.9328342658040751,2868282.0,0.0,0.0,0.9783492422063207,475.5,0.11094638282057065,0.9320940819423369,10044,8373.176470588236,955.998184837066,1.199544764795144,18.801351,78.917071,Jagityal,Active,1.8697433473108185,1.6879258589570525,1.3482173533803947,0,0,Active Urban Shops
3201036,929,92286,301.5882352941176,303.0,316,9.083603972977798,85986,0.9282830178987528,0.9319928952953657,1869228.0,0.0,0.0,0.9282830178987528,324.8888888888889,0.030119225188340662,0.9317339574800078,5688,5428.588235294118,168.26135133458664,1.0477862297639944,19.07592,79.486291,Manchiryala,Active,0.13509559656588524,1.0101504404656376,1.3479264202997967,0,0,Active Urban Shops
1675566,536,262368,857.4117647058823,909.0,1000,109.2885205023699,244368,1.135611529792069,0.9295984269474248,6108084.0,981702.0,6.218640719731712,1.135611529792069,755.0555555555555,0.12746328543772562,0.9313940724478595,18000,15433.411764705883,2024.4205053182359,1.1663007683863886,17.388595,78.436569,Hyderabad,Active,6.467150822100562,1.1539048260916633,0.764278589767143,3,0,High-Volume Urban Hubs
2111033,540,143910,470.29411764705884,468.0,500,9.476031785469543,134010,0.9152663613969947,0.9312058479851997,2957724.0,0.0,0.0,0.9152663613969947,513.8333333333334,0.02014916076960378,0.9312070043777361,9000,8465.29411764706,175.53054032912723,1.063164477798624,18.015177,79.565053,Hanumakonda,Active,1.4330230531277437,0.6170977802037825,0.8945940681880539,0,0,Active Urban Shops
2084166,534,180144,588.7058823529412,655.0,690,106.8505855735739,167580,1.4317553077246832,0.9291058759693139,3496608.0,0.0,0.0,1.4317553077246832,411.27777777777777,0.18150079483920425,0.9302557953637091,12420,10596.70588235294,1979.2610920715426,1.1720623501199041,18.442268,79.115002,Karimnagar,Active,3.243394113898311,1.717616827327681,2.480141117926112,0,0,Active Urban Shops
2909031,926,114120,372.94117647058823,402.0,440,67.1220308114312,106146,0.8781038030174791,0.9305650129031532,2521710.0,0.0,0.0,0.8781038030174791,424.72222222222223,0.17998020880036758,0.9301261829652997,7920,6712.941176470588,1243.3439020735693,1.1798107255520505,18.326449,78.33322,Kamareddy,Active,1.3952234831382437,2.426103944597065,1.3812939177980355,0,0,Active Urban Shops
3114039,928,1026,9.5,2.0,33,12.191233252805027,954,0.0668754172275299,0.9208754208754208,23112.0,0.0,0.0,0.0668754172275299,142.05555555555554,1.2832877108215819,0.9298245614035088,594,171.0,239.27139402778596,3.473684210526316,17.612249,79.809017,Mahabubabad,Active,-1.1142672197740002,14.947995591538517,3.2749089729178045,4,-1,Volatile Portability Hubs
1675517,536,318636,1041.2941176470588,1279.0,1477,371.4199758455215,296244,0.5705200977306483,0.9176927181809762,7892712.0,1376424.0,5.864316680434333,0.5705200977306483,1825.1666666666667,0.3566907462079915,0.9297254547508756,26586,18743.29411764706,6880.0475267681295,1.4184272963506948,17.380908,78.411579,Hyderabad,Active,12.15198354632864,4.700576985332564,-1.2335114407354066,3,-1,High-Volume Urban Hubs
1673430,536,489312,1599.0588235294117,1611.0,1739,140.23246439191982,454698,1.292286935421917,0.9294014683463305,12653514.0,2014812.0,6.323216233590463,1.292286935421917,1237.388888888889,0.08769687664297517,0.9292598587404356,31302,28783.058823529413,2597.614782607985,1.0875147145379636,17.331334,78.458006,Hyderabad,Active,13.319212117502984,-0.7532093289362871,-0.6876796318189251,3,0,High-Volume Urban Hubs
1673378,536,246960,807.0588235294117,789.0,1010,122.47214392115508,229482,0.6481830915775858,0.929365298965446,6107688.0,1172916.0,5.202750100918773,0.6481830915775858,1245.111111111111,0.1517511987361251,0.9292274052478134,18180,14527.058823529413,2268.6291144264924,1.2514577259475217,17.34685,78.457059,Hyderabad,Active,6.970899156118612,2.052727004624827,-0.6979344305702111,3,0,High-Volume Urban Hubs
1675507,536,470484,1537.5294117647059,1550.0,1662,86.63555161850698,437112,1.223985567929888,0.929036458217738,11794266.0,2028672.0,5.829736374189819,1.223985567929888,1256.1666666666667,0.0563472483554449,0.9290687887367052,29916,27675.529411764706,1604.805210829614,1.080954931517331,17.383218,78.405815,Hyderabad,Active,12.387949398589393,-1.1292306479817609,-0.8655706866381901,3,0,High-Volume Urban Hubs
3722026,934,58860,192.35294117647058,190.0,238,13.499469613496231,54684,0.9530318703512143,0.9299328273298684,1217772.0,0.0,0.0,0.9530318703512143,201.83333333333334,0.07018072887750335,0.9290519877675841,4284,3462.3529411764707,250.05922827813978,1.237308868501529,17.494759,78.304703,Sangareddy,Active,-0.568404726142478,1.8899535230463018,1.8428486223119822,0,0,Active Urban Shops
2111039,540,114642,374.6470588235294,391.0,423,57.15787404279143,106488,0.821396855368834,0.9281389484383782,2248398.0,0.0,0.0,0.821396855368834,456.1111111111111,0.1525645876475827,0.9288742345737164,7614,6743.64705882353,1058.7715134282084,1.1290626471973622,18.015888,79.574466,Hanumakonda,Active,1.2263203962405729,2.1646644984778565,1.1534694990064518,0,0,Active Urban Shops
1881010,533,199260,651.1764705882352,650.0,663,6.4111763551245815,185058,1.0925779707856298,0.928722072810131,4359672.0,0.0,0.0,1.0925779707856298,596.0,0.009845528277969097,0.9287262872628727,11934,11721.176470588236,118.75828144497835,1.0181571815718156,18.668151,78.096594,Nizamabad,Active,2.7056936735408375,-0.14622357224632204,0.9323770032675399,0,0,Active Urban Shops
1674440,536,113616,371.29411764705884,377.0,421,36.28048879113702,105498,0.839926594009717,0.9285269706975905,2359818.0,485190.0,4.868042547912289,0.839926594009717,442.05555555555554,0.0977136104957746,0.9285487959442332,7578,6683.294117647059,672.0464794850392,1.1338719898605831,17.38012,78.476591,Hyderabad,Active,1.5177947594785564,1.7480704394653124,1.0298476980527862,0,0,Active Urban Shops
3302033,930,96246,314.52941176470586,319.0,436,54.7263905317759,89352,0.799598268334447,0.9256598421275122,2008890.0,212616.0,10.267790823829113,0.799598268334447,393.44444444444446,0.1739945088910025,0.9283710491864597,7848,5661.529411764706,1013.7316038803779,1.3861978679633438,17.402268,78.567682,Medchal,Active,1.1286744349089703,2.9886870058232766,1.3644943751283742,0,0,Active Urban Shops
1673347,536,60912,199.05882352941177,203.0,224,25.45925328103266,56538,0.8352977038146443,0.9282034664474,1253556.0,276228.0,4.539063318519685,0.8352977038146443,238.44444444444446,0.1278981400051877,0.9281914893617021,4032,3583.0588235294117,471.5978783068573,1.1252955082742317,17.361636,78.467495,Hyderabad,Active,-0.13513357372998894,2.201255146299786,1.5154999270101208,0,0,Active Urban Shops
2084173,534,166464,544.0,537.0,728,105.19583610783388,154494,1.3303437878474305,0.928369407777208,3446586.0,0.0,0.0,1.3303437878474305,409.1111111111111,0.19337469872763582,0.9280925605536332,13104,9792.0,1948.6091193464122,1.338235294117647,18.427431,79.120099,Karimnagar,Active,2.9904292866019713,2.3276389988764112,2.402154165003421,0,0,Active Urban Shops
1675605,536,96768,316.2352941176471,294.0,492,73.66158904789354,89802,0.4396976920171541,0.9257591325915538,2398212.0,425556.0,5.622539873671747,0.4396976920171541,719.2222222222222,0.2329328522719848,0.9280133928571429,8856,5692.235294117647,1364.4802824432718,1.5558035714285714,17.39041,78.448352,Hyderabad,Active,1.9539001113634802,4.103759813570111,0.36321183676412955,0,0,Active Urban Shops
1981011,532,173826,568.0588235294117,566.0,620,28.256491560926303,161262,1.3455931126778196,0.9277483459880316,3714066.0,0.0,0.0,1.3455931126778196,422.1666666666667,0.04974219286898076,0.9277208242725484,11160,10225.058823529413,523.4128951635886,1.0914362638500568,19.665985,78.541724,Adilabad,Active,2.2882836840719043,0.3444664701146478,1.9547762275908624,0,0,Active Urban Shops
1671137,536,373230,1219.7058823529412,1248.0,1348,118.24957670754668,346176,1.1129836668086934,0.9274216130355082,8344692.0,1095120.0,8.222332927056584,1.1129836668086934,1095.888888888889,0.09694925507732305,0.9275138654448999,24264,21954.70588235294,2190.41182670936,1.1051844707017122,17.37348,78.522409,Hyderabad,Active,9.239979710261009,0.17345490485782317,-0.194618292357779,3,0,High-Volume Urban Hubs
3201025,929,155898,509.47058823529414,509.0,521,7.417355654055324,144594,1.022353098982917,0.9273816325243505,2649924.0,0.0,0.0,1.022353098982917,498.3333333333333,0.014558947710303718,0.9274910518415888,9378,9170.470588235294,137.3963780668266,1.0226301812723704,19.073369,79.4857,Manchiryala,Active,1.534357406434109,0.3389756528556141,1.1132527323067256,0,0,Active Urban Shops
4607004,982,58986,192.76470588235293,179.0,359,79.83554939350259,54702,0.48197886464527334,0.9254739049412366,1482948.0,0.0,0.0,0.48197886464527334,399.94444444444446,0.41416061632271717,0.927372596887397,6462,3469.764705882353,1478.8444614551154,1.8623741226731765,16.648686,77.513281,Narayanpet,Active,0.5241565147967768,6.096130976109576,1.4668691387366135,4,0,Volatile Portability Hubs
1585685,537,381906,1248.0588235294117,1221.0,1425,97.38093092990701,354168,1.498369940925088,0.9272282936419323,8091414.0,523800.0,20.30582411266894,1.498369940925088,832.9444444444445,0.07802591439922794,0.9273695621435641,25650,22465.058823529413,1803.8486795802817,1.1417731064712258,17.327669,78.606336,Ranga Reddy,Active,8.371440790592432,-0.397342777379413,1.0160237373906331,3,0,High-Volume Urban Hubs
1673348,536,263106,859.8235294117648,849.0,951,60.49686269031859,243972,1.155504657444478,0.9272931310898814,6252588.0,1137366.0,5.526418940089179,1.155504657444478,744.1111111111111,0.07035962685471821,0.9272764589176986,17118,15476.823529411764,1120.6217155721038,1.106040911267702,17.362286,78.464728,Hyderabad,Active,6.0709898135443625,0.3541964404450635,0.6415447008856712,3,0,High-Volume Urban Hubs
1672318,536,348840,1140.0,1055.0,1653,210.43346364813476,323442,1.0526315789473684,0.9257202381045707,8515980.0,1421118.0,6.071547611660154,1.0526315789473684,1083.0,0.18459075758608312,0.9271929824561403,29754,20520.0,3897.9923678734917,1.45,17.314724,78.470087,Hyderabad,Active,10.325372730017415,2.2830987442924666,0.07456335257606446,3,-1,High-Volume Urban Hubs
1585649,537,277128,905.6470588235294,901.0,1075,90.40364642205022,256950,1.158940256599478,0.9266229992638461,5810724.0,713862.0,8.199239665026164,1.158940256599478,781.4444444444445,0.09982216089730149,0.9271888802286308,19350,16301.64705882353,1674.6040181628189,1.1869966224993505,17.344809,78.513901,Ranga Reddy,Active,6.201696203472793,0.8126328140383189,0.7605498082171853,3,0,High-Volume Urban Hubs
3384201,930,148428,485.05882352941177,473.0,635,52.93425991463125,137610,0.9319237612159885,0.92689183941555,3062574.0,362232.0,8.952821418864954,0.9319237612159885,520.5,0.10912956809953082,0.9271161775406258,11430,8731.058823529413,980.5348330495601,1.309119573126364,17.534624,78.436223,Medchal,Active,2.489814131922142,1.95090715233983,1.1556525298615439,0,0,Active Urban Shops
3302056,930,367074,1199.5882352941176,1177.0,1366,75.48692466622362,340236,1.5982530895542824,0.9265799398616804,8051256.0,559548.0,12.763242920998518,1.5982530895542824,750.7222222222222,0.06292736327787975,0.926886676800863,24588,21592.58823529412,1398.2921305481693,1.1387240719854852,17.40271,78.56568,Medchal,Active,7.880481623745406,-0.6713360706897058,1.3300332091712,3,0,High-Volume Urban Hubs
3384045,930,94770,309.70588235294116,317.0,436,74.15605011435794,87840,0.6293419164841803,0.9236292272491369,1858968.0,322200.0,4.844361356422481,0.6293419164841803,492.1111111111111,0.239440237786151,0.9268755935422602,7848,5574.705882352941,1373.6394980446057,1.407787274453941,17.459466,78.452257,Medchal,Active,1.4516943274524414,3.7274436763970424,0.9985706230402952,0,0,Active Urban Shops
1672222,536,186660,610.0,615.0,710,49.780501812011956,172980,0.9907982005779397,0.9264938467822512,4846266.0,802260.0,6.0567510890558935,0.9907982005779397,615.6666666666666,0.08160738001969173,0.926711668273867,12780,10980.0,922.115773642334,1.1639344262295082,17.361786,78.478311,Hyderabad,Active,3.943106422293623,1.0906401583439191,0.7821274087970135,0,0,Active Urban Shops
1672296,536,293112,957.8823529411765,1003.0,1164,188.35929883616603,271548,0.8327408539173246,0.9262285614717951,8011314.0,1265256.0,6.636798355019971,0.8327408539173246,1150.2777777777778,0.19664137068378915,0.926430852370425,20952,17241.882352941175,3489.0986279115295,1.2151805453205602,17.355759,78.483194,Hyderabad,Active,8.760468980471181,2.1689325807941082,-0.36933108985400487,3,0,High-Volume Urban Hubs
3384051,930,127944,418.11764705882354,411.0,552,76.7843854666735,118530,0.5979288895530143,0.9224440193627995,2278890.0,450198.0,5.199155458890765,0.5979288895530143,699.2777777777778,0.18364301532547123,0.9264209341586944,9936,7526.117647058823,1422.3258189648805,1.3202025886325268,17.46345,78.443966,Medchal,Active,2.4231765727399224,3.0419317383672375,0.4501505451158647,0,0,Active Urban Shops
1890003,533,191088,624.4705882352941,624.0,692,21.48855854880229,177012,0.9665897325062512,0.9263493776894726,3871926.0,0.0,0.0,0.9665897325062512,646.0555555555555,0.03441084168515815,0.9263376036171816,12456,11240.470588235294,398.04618413681885,1.1081386586284854,18.684666,78.114826,Nizamabad,Active,2.709798338376632,0.4801415936655639,0.7290018789182411,0,0,Active Urban Shops
3302204,930,112032,366.11764705882354,329.0,738,106.52538779529185,103752,0.5799647265073073,0.9262820322771151,2141478.0,440568.0,4.853652791399348,0.5799647265073073,631.2777777777778,0.2909594460989655,0.9260925449871465,13284,6590.117647058823,1973.2372475944492,2.015745501285347,17.442139,78.537451,Medchal,Active,2.6881639952224288,5.4697327139683445,1.087067543305695,4,-1,Volatile Portability Hubs
1679913,536,277164,905.7647058823529,922.0,1194,107.8832863401581,256662,0.9424190795334931,0.9267347231506662,6091938.0,1011438.0,6.23642191145033,0.9424190795334931,961.1111111111111,0.11910740796094867,0.9260293544616184,21492,16303.764705882353,1998.3904626414908,1.318223145863099,17.416956,78.508376,Hyderabad,Active,7.048620671976884,1.476533848903858,0.09674305148414067,3,0,High-Volume Urban Hubs
1679978,536,183420,599.4117647058823,623.0,1023,168.5653457729795,169830,0.5520622604222841,0.928355609370844,4046868.0,569880.0,7.116800728019825,0.5520622604222841,1085.7777777777778,0.28121794682440154,0.9259077526987243,18414,10789.411764705883,3122.442694806894,1.706673209028459,17.443171,78.520133,Hyderabad,Active,5.505453530302979,4.584295569495207,0.08231102169825971,3,0,High-Volume Urban Hubs
2084164,534,120564,394.0,376.0,532,47.90646624618353,111582,0.9462327429755583,0.9254065168579608,2660688.0,0.0,0.0,0.9462327429755583,418.77777777777777,0.12159001585325768,0.925500149298298,9576,7092.0,887.4018255559314,1.350253807106599,18.438921,79.141478,Karimnagar,Active,1.3917788369825432,2.2058722292733233,1.4963716575604429,0,0,Active Urban Shops
1585393,537,402390,1315.0,1292.0,1584,138.3817954482286,372402,1.4669976448169384,0.9254011908499513,8177418.0,760968.0,10.807084269376057,1.4669976448169384,896.3888888888889,0.10523330452336775,0.9254752851711027,28512,23670.0,2563.333669267426,1.2045627376425856,17.328571,78.588883,Ranga Reddy,Active,9.489781351751354,0.10922267191971165,0.8673521773132379,3,0,High-Volume Urban Hubs
1677756,536,481284,1572.8235294117646,1622.0,1750,185.15510972605222,445410,1.4712290518976472,0.9256234544427673,10682352.0,1249938.0,8.783803469731724,1.4712290518976472,1069.0555555555557,0.11772147749805101,0.9254618894457327,31500,28310.823529411766,3429.7454030017684,1.112648664821602,17.449921,78.410649,Hyderabad,Active,12.338274154219011,-0.24646023931606437,0.24054129610584374,3,-1,High-Volume Urban Hubs
3722028,934,94752,309.6470588235294,296.0,384,57.34857130448312,87678,1.48868778280543,0.924582194578677,1986912.0,0.0,0.0,1.48868778280543,208.0,0.18520625231311041,0.9253419452887538,6912,5573.64705882353,1062.303919623315,1.2401215805471124,17.49507,78.304579,Sangareddy,Active,0.7848137985804695,2.0652157496608674,3.218768404968765,0,0,Active Urban Shops
3302049,930,193536,632.4705882352941,619.0,855,85.3445905263588,179064,1.4835343279066688,0.9251364092904638,4073976.0,326934.0,11.180074518277776,1.4835343279066688,426.3888888888889,0.1349384336819289,0.9252232142857143,15390,11384.470588235294,1580.8919206276823,1.351841517857143,17.40265,78.56958,Medchal,Active,3.8183296181706075,1.5606386744597505,2.457158157411292,0,0,Active Urban Shops
1678902,536,116676,381.29411764705884,385.0,524,81.15614436728234,107928,0.3217973837575475,0.9324088802053966,2585808.0,291960.0,9.538112055215828,0.3217973837575475,1184.888888888889,0.21284394542483795,0.9250231410058624,9432,6863.294117647059,1503.3066788211363,1.3742672014810244,17.44154,78.461226,Hyderabad,Active,2.743209831868955,3.5030055410222225,-0.500171499880112,0,-1,Active Urban Shops
1585657,537,344880,1127.0588235294117,1131.0,1364,79.54075027730708,318942,1.259987899025232,0.9247023079514319,7265736.0,854550.0,8.605131122032274,1.259987899025232,894.5,0.07057373458842486,0.9247912317327767,24552,20287.058823529413,1473.3837106550109,1.2102296450939456,17.333827,78.538135,Ranga Reddy,Active,7.890954643991834,0.03089871304032122,0.4834153744059551,3,0,High-Volume Urban Hubs
1890010,533,109998,359.47058823529414,358.0,384,17.0991549301413,101718,0.9535028865657669,0.9267618030175651,2347830.0,0.0,0.0,0.9535028865657669,377.0,0.047567604943937504,0.9247259041073475,6912,6470.470588235294,316.73847998922133,1.0682376043200785,18.683953,78.096996,Nizamabad,Active,0.6617113910457084,1.0383151654359979,1.3130583748285845,0,0,Active Urban Shops
3384090,930,340182,1111.7058823529412,1126.0,1227,95.55682421370571,314568,1.3013423726074842,0.9243883345883072,7391880.0,689220.0,9.789892915520813,1.3013423726074842,854.2777777777778,0.08595513051658803,0.9247050108471347,22086,20010.70588235294,1770.0595952080917,1.1037091909624848,17.483362,78.418329,Medchal,Active,7.625417214025931,-0.0009407557965806242,0.6686183841035748,3,0,High-Volume Urban Hubs
1585047,537,216306,706.8823529411765,705.0,934,81.5074323213892,199998,0.9637848956440128,0.9242187910667226,4565772.0,594036.0,7.854904499370694,0.9637848956440128,733.4444444444445,0.11530551297858171,0.9246068070233835,16812,12723.882352941177,1509.8138081545412,1.3212948323208789,17.346261,78.515382,Ranga Reddy,Active,4.737622186016793,1.68981238276448,0.7032788755779775,0,0,Active Urban Shops
3213039,929,21726,71.0,73.0,79,9.35212783712708,20088,0.897485935302391,0.9229579793293142,391500.0,0.0,0.0,0.897485935302391,79.11111111111111,0.13172011038207154,0.9246064623032312,1422,1278.0,173.2353889942814,1.1126760563380282,18.932883,79.474741,Manchiryala,Active,-1.575459507760307,2.2673807684630285,2.0166114805506945,1,0,Stable Rural Shops
3310022,930,209646,685.1176470588235,653.0,988,146.3278574007517,193824,0.8709402638187117,0.9249230935274745,3556764.0,0.0,0.0,0.8709402638187117,787.6111111111111,0.21358062812851197,0.9245299218682923,17784,12332.117647058823,2710.5236090641456,1.4420880913539968,17.490931,78.598861,Medchal,Active,4.499975593811621,3.127825617832913,0.9015548555723041,0,0,Active Urban Shops
1881011,533,232704,760.4705882352941,762.0,795,18.792764154612343,215082,0.9376949300065278,0.9243114778453125,5825826.0,0.0,0.0,0.9376949300065278,811.0,0.02471201969588566,0.9242728960396039,14310,13688.470588235294,348.1102766450343,1.0454053217821782,18.6721,78.086942,Nizamabad,Active,3.878289659763043,-0.09943632812730963,0.19912659121388807,0,0,Active Urban Shops
4317085,940,85878,280.6470588235294,324.0,408,96.96093319008237,79362,0.6698020496981608,0.9297013821128365,1798668.0,0.0,0.0,0.6698020496981608,419.0,0.3454906443578706,0.9241249214001258,7344,5051.64705882353,1796.068795354749,1.4537832739467615,17.994644,79.598963,Warangal,Active,1.175664064109543,4.569730321910618,1.4540323490195894,4,0,Volatile Portability Hubs
3727034,934,152370,497.94117647058823,496.0,666,86.77872635686441,140796,1.3369566118509248,0.9240758038811233,3499596.0,0.0,0.0,1.3369566118509248,372.44444444444446,0.17427505588502007,0.9240401653868872,11988,8962.941176470587,1607.457327216971,1.3375073833431779,17.68082,77.607467,Sangareddy,Active,2.5411157749447466,2.133455590049915,2.4399470051657643,0,0,Active Urban Shops
1673394,536,349002,1140.5294117647059,1197.0,1394,204.7842546080886,322380,0.9112958875740237,0.9181794939965296,8561556.0,1611684.0,5.3101452256573785,0.9112958875740237,1251.611111111111,0.17955192781151716,0.9237196348444995,25092,20529.529411764706,3793.348489752277,1.2222394141007789,17.333303,78.459469,Hyderabad,Active,10.47392288840164,1.8061187494121511,-0.5779190085588658,3,-1,High-Volume Urban Hubs
2241033,541,58950,192.64705882352942,192.0,210,5.343874186497904,54450,0.9173669467787116,0.9237099240779136,1100394.0,0.0,0.0,0.9173669467787116,210.0,0.02773919425052347,0.9236641221374046,3780,3467.6470588235293,98.98796718318269,1.0900763358778627,17.185086,80.088435,Khammam,Active,-0.7471547339922439,1.3075933304981269,1.5896141729386686,0,0,Active Urban Shops
1673407,536,409266,1337.4705882352941,1293.0,1587,90.48923919892559,378000,1.0689332228646462,0.9235722778813343,10535688.0,1678752.0,6.30784235048484,1.0689332228646462,1251.2222222222222,0.06765699372748098,0.9236046971896028,28566,24074.470588235294,1676.1895073964286,1.1865681488322999,17.330591,78.457478,Hyderabad,Active,10.829964217138736,-0.310556227199435,-0.8312743467502022,3,0,High-Volume Urban Hubs
3727042,934,157446,514.5294117647059,509.0,634,34.570158423463084,145386,1.5979174278407016,0.9235515329951203,3967704.0,0.0,0.0,1.5979174278407016,322.0,0.06718791507932691,0.9234023093632102,11412,9261.529411764706,640.3649464999487,1.2321938950497313,17.681487,77.603673,Sangareddy,Active,2.1720800841450516,0.5841567710168657,2.7980814816610335,0,0,Active Urban Shops
3384043,930,124668,407.4117647058824,417.0,463,38.82073628946176,115110,0.839641338874341,0.9230832545615993,2683998.0,324000.0,6.447156862745098,0.839641338874341,485.22222222222223,0.09528624269720617,0.9233323707767831,8334,7333.411764705882,719.1010932775315,1.1364423909904708,17.462105,78.442479,Medchal,Active,1.667970069470526,1.6378777889428577,0.9463177279045006,0,0,Active Urban Shops
1677761,536,215226,703.3529411764706,740.0,897,140.58782777747857,198648,0.7012880741231616,0.9269639589447038,4951494.0,896004.0,5.506607599649936,0.7012880741231616,1002.9444444444445,0.19988233438296693,0.9229739901313039,16146,12660.35294117647,2604.1974037401733,1.2753198962950574,17.445012,78.422205,Hyderabad,Active,5.882169827360124,2.7078915114732336,-0.05470631907365018,3,0,High-Volume Urban Hubs
3722027,934,77616,253.64705882352942,242.0,369,41.83378046558104,71622,1.203390845543062,0.9230774178457156,1593612.0,0.0,0.0,1.203390845543062,210.77777777777777,0.1649290973828566,0.9227736549165121,6642,4565.64705882353,774.9136194744927,1.4547773654916512,17.494716,78.304643,Sangareddy,Active,0.27888040150752946,2.700434563574184,2.653875558200285,0,0,Active Urban Shops
3201020,929,81342,265.8235294117647,257.0,406,49.62880148013719,75060,0.5784431150829707,0.9265278678103354,1545786.0,0.0,0.0,0.5784431150829707,459.55555555555554,0.1866983016513238,0.9227705244523124,7308,4784.823529411765,919.3057322848391,1.527329055100686,19.077726,79.489667,Manchiryala,Active,0.5553762797228927,3.6184834095752167,0.9713914665618507,0,0,Active Urban Shops
1599015,537,494676,1616.5882352941176,1620.0,2045,186.71161349856166,455994,1.5242044461310604,0.9213157680695996,10793592.0,0.0,0.0,1.5242044461310604,1062.7222222222222,0.11549732295595475,0.9218033622007132,36810,29098.58823529412,3458.5775085073547,1.2650098246124735,0.0,0.0,Ranga Reddy,Active,11.531141919693338,-0.23823344069339936,0.5216594533212888,3,-1,High-Volume Urban Hubs
1585704,537,476298,1556.5294117647059,1543.0,1713,48.42246583648596,438966,1.8722074052741602,0.9215472062528036,9829080.0,654084.0,50.79962368933497,1.8722074052741602,831.3888888888889,0.0311092520774068,0.9216204980915309,30834,28017.529411764706,896.9600128801088,1.1005253013869467,17.332973,78.598609,Ranga Reddy,Active,10.091802565387795,-2.076262668934061,1.3041062024566774,3,-1,High-Volume Urban Hubs
