shopNo,distCode,totalTransactions,meanTransactions,medianTransactions,maxTransactions,stdTransactions,totalOtherShopTrans,meanUtilization,meanPortability,totalRice,totalWheat,meanRiceWheatRatio,meanTransactionToCardRatio,totalRcs,volatilityCoeff,portabilityLoad,seasonalPeakTransactions,seasonalMeanTransactions,seasonalStdTransactions,seasonalPeakToMean,latitude,longitude,distName,shopStatus,pca1,pca2,pca3,kmeans_cluster,dbscan_cluster,clusterPersona
2084160,534,286254,935.4705882352941,884.0,1220,117.51029582089872,234810,1.014653456100236,0.8198524932942212,5902830.0,0.0,0.0,1.014653456100236,922.4444444444445,0.12561623775107075,0.8202854807269069,21960,16838.470588235294,2176.717658472473,1.3041564484688424,18.427413,79.120121,Karimnagar,Active,5.7294326128317365,1.1754412327014367,0.32472543736471454,3,0,High-Volume Urban Hubs
4213017,939,189378,618.8823529411765,541.0,840,117.7895840632345,155340,1.042993067336416,0.8179587636535226,4025718.0,0.0,0.0,1.042993067336416,605.8333333333334,0.19032629304010898,0.8202642334378861,15120,11139.882352941177,2181.891091529116,1.3572854291417165,16.368173,78.071043,Wanaparthy,Active,3.384762468413157,2.3597455772247824,1.2970369849120402,0,0,Active Urban Shops
3717047,934,171828,561.5294117647059,575.0,642,58.4637266074715,140940,1.2562179234109752,0.8191243036162158,4146264.0,0.0,0.0,1.2562179234109752,447.0,0.10411516366300184,0.8202388434946575,11556,10107.529411764706,1082.9606478103824,1.1433060967944688,18.032734,77.772108,Sangareddy,Active,2.387973870050786,0.827641347758117,1.6805257210440567,0,0,Active Urban Shops
3717052,934,85392,279.05882352941177,250.0,432,68.27535717445866,70038,1.01475935828877,0.8136866476472432,2059164.0,0.0,0.0,1.01475935828877,275.0,0.2446629578342743,0.820193929173693,7776,5023.058823529412,1264.7076969891223,1.548060708263069,18.031574,77.770697,Sangareddy,Active,0.5701511409106619,3.462252064294253,2.143649293751421,0,0,Active Urban Shops
3513011,932,222030,725.5882352941177,728.0,895,76.31268973923187,182106,1.2433454656330394,0.8190278674003354,4904208.0,20898.0,12.38895563530452,1.2433454656330394,583.7777777777778,0.10517354889071275,0.820186461289015,16110,13060.588235294117,1413.58830016131,1.233481961897041,19.103547,78.349268,Nirmal,Active,3.786673069394146,0.8384635630520385,1.3529012871794501,0,0,Active Urban Shops
3724021,934,81144,265.1764705882353,265.0,275,5.063683162930107,66546,0.9382097992861448,0.8203466859870863,1860930.0,0.0,0.0,0.9382097992861448,282.6666666666667,0.019095522131724003,0.820097604259095,4950,4773.176470588235,93.79781133781702,1.0370452528837621,17.627837,78.084069,Sangareddy,Active,-0.3966184273006829,0.7332817673309932,1.269203038657533,0,0,Active Urban Shops
1926020,532,22410,73.23529411764706,73.0,78,2.490018647325934,18378,0.8322192513368983,0.8205925755338607,600300.0,0.0,0.0,0.8322192513368983,88.0,0.03400025462212118,0.8200803212851405,1404,1318.235294117647,46.12419296281061,1.0650602409638554,0.0,0.0,Adilabad,Active,-1.8622427746331296,1.4105655081737545,1.5000290572726929,1,0,Stable Rural Shops
4018041,937,202554,661.9411764705883,668.0,734,47.17713190041422,166104,1.0319604364984838,0.8195104943216055,4190382.0,0.0,0.0,1.0319604364984838,641.4444444444445,0.07127088263636734,0.8200479872034124,13212,11914.941176470587,873.8919033973992,1.1088598595929975,17.145292,79.621115,Suryapet,Active,2.9189563474059907,0.5230616606862019,0.7693028846307804,0,0,Active Urban Shops
3384199,930,423504,1384.0,1397.0,1498,75.2041156878628,347256,1.0013667792249559,0.8199445111918258,8939952.0,1040094.0,9.426470381573989,1.0013667792249559,1382.111111111111,0.05433823387851358,0.8199591975518531,26964,24912.0,1393.0534806675587,1.0823699421965318,17.539701,78.439354,Medchal,Active,9.614091497014945,-0.914026770545063,-1.2007192860614366,3,0,High-Volume Urban Hubs
1672298,536,289764,946.9411764705883,822.0,1453,213.58167279679444,237582,0.8126705293924,0.8138083577138828,6372306.0,1085562.0,5.815727773369544,0.8126705293924,1165.2222222222222,0.22554903947978042,0.8199155174555846,26154,17044.941176470587,3956.308640490973,1.5344142129457077,17.344477,78.481323,Hyderabad,Active,8.278088579492842,3.16223236176543,-0.20470523547126038,3,-1,High-Volume Urban Hubs
2110037,540,83808,273.88235294117646,273.0,288,8.365378438106013,68706,0.966848733996936,0.8199247408715715,1543428.0,0.0,0.0,0.966848733996936,283.27777777777777,0.030543692750816632,0.8198024054982818,5184,4929.882352941177,154.95720471832738,1.0515463917525774,18.09261,79.567668,Hanumakonda,Active,-0.36449267124824014,0.8364190357540274,1.3797281237811545,0,0,Active Urban Shops
1882564,533,138924,454.0,455.0,549,44.94061655555524,113886,0.8901960784313725,0.8184294556327619,2871558.0,0.0,0.0,0.8901960784313725,510.0,0.09898814219285294,0.8197719616480954,9882,8172.0,832.4635127139207,1.2092511013215859,18.669466,77.885031,Nizamabad,Active,1.4771820127654587,1.470795990624832,0.938024790573039,0,0,Active Urban Shops
3717032,934,126990,415.0,422.0,439,29.003787203245476,104094,0.9904534606205252,0.8194659410986379,3135438.0,0.0,0.0,0.9904534606205252,419.0,0.06988864386324212,0.8197023387668321,7902,7470.0,537.2555257975482,1.0578313253012048,18.0316,77.77155,Sangareddy,Active,1.0122641433105652,0.8252780610650937,1.1533107101108822,0,0,Active Urban Shops
1672211,536,338436,1106.0,1123.0,1178,68.33715836289026,277416,1.1901135870574528,0.8195342624421927,8182980.0,1400778.0,5.91997247432198,1.1901135870574528,929.3333333333334,0.061787665789231706,0.8197000319114988,21204,19908.0,1265.8524795567607,1.0650994575045207,17.370196,78.487861,Hyderabad,Active,7.883491124780871,-0.5216958414533506,-0.051034574310037516,3,0,High-Volume Urban Hubs
3803040,935,295560,965.8823529411765,976.0,1059,60.68450432037373,242244,1.0787050740531452,0.8197403556455265,6215058.0,167904.0,27.333590126374933,1.0787050740531452,897.0,0.0628280495399728,0.8196102314250914,19062,17385.882352941175,1124.0975203665016,1.096406820950061,18.104312,78.843019,Siddipet,Active,5.463779838982582,-0.14183544280704513,0.16811008191226803,3,0,High-Volume Urban Hubs
3722019,934,181692,593.7647058823529,589.0,683,39.826964209062325,148914,1.141856142031667,0.8188230515862576,3912786.0,0.0,0.0,1.141856142031667,520.0,0.06707533104359616,0.8195957994848425,12294,10687.764705882353,737.7400905308525,1.1502872993857738,17.508072,78.286907,Sangareddy,Active,2.3684023826272336,0.5721765681892141,1.242144214063216,0,0,Active Urban Shops
4504020,981,42084,137.52941176470588,136.0,197,31.626313763633533,34488,0.5909103634547401,0.8261686987561517,764910.0,0.0,0.0,0.5909103634547401,232.77777777777777,0.22996036526166383,0.8195038494439693,3546,2475.529411764706,585.834246784773,1.432420872540633,18.253592,80.517545,Mulugu,Active,-0.9463548329799036,3.644262628998336,1.258243004059941,0,0,Active Urban Shops
3513010,932,130806,427.47058823529414,442.0,508,65.97506322981009,107190,0.8040069039227445,0.8188472058137204,2899080.0,13392.0,7.685271005254979,0.8040069039227445,532.6666666666666,0.15433825167287346,0.8194578230356405,9144,7694.470588235294,1222.0978948946286,1.1883858538599148,19.102104,78.349858,Nirmal,Active,1.577020915736129,2.023444244273698,0.8338182340889176,0,0,Active Urban Shops
1675597,536,97290,317.94117647058823,318.0,355,16.3595804564096,79722,0.9620037098740789,0.8189579433678152,2222028.0,404424.0,5.494279609674136,0.9620037098740789,330.5,0.05145473964088126,0.8194264569842739,6390,5722.941176470588,303.0388734527791,1.1165587419056429,17.375378,78.462367,Hyderabad,Active,0.576679483155443,1.0707265037398046,1.250990001365957,0,0,Active Urban Shops
3384215,930,261666,855.1176470588235,837.0,973,56.76410100556602,214344,0.9733230947941272,0.8186354634086458,5651316.0,640170.0,9.609390728516635,0.9733230947941272,878.5555555555555,0.06638162737116478,0.8191511315952398,17514,15392.117647058823,1051.4774059836557,1.1378551282933205,17.509081,78.462268,Medchal,Active,5.190774185138188,0.306352400478298,0.04291375037033992,3,0,High-Volume Urban Hubs
3384037,930,308016,1006.5882352941177,1021.0,1086,41.78877869802281,252306,1.1348277214488163,0.819039406129912,6467454.0,686430.0,8.524474682541683,1.1348277214488163,887.0,0.04151526635497824,0.8191327723235157,19548,18118.58823529412,774.0800232230131,1.0788920056100981,17.455516,78.417237,Medchal,Active,6.045183199233831,-0.5362130073031001,0.1123742108576205,3,0,High-Volume Urban Hubs
3707017,934,236322,772.2941176470588,785.0,925,100.585817359154,193554,1.1955017301038062,0.8171185736163892,5023332.0,0.0,0.0,1.1955017301038062,646.0,0.13024288941317833,0.8190265823748952,16650,13901.29411764706,1863.2148213741311,1.1977302155533551,17.550438,78.350056,Sangareddy,Active,4.254419163110621,1.0297990048708556,1.1741052710663886,0,0,Active Urban Shops
1673351,536,152154,497.2352941176471,617.0,832,200.19602736615911,124614,0.652350449487215,0.8224817549459894,3504114.0,698310.0,4.956080381165019,0.652350449487215,762.2222222222222,0.4026182970808831,0.8189991718916361,14976,8950.235294117647,3708.3578496655996,1.6732520998462086,17.365281,78.459872,Hyderabad,Active,4.714086136155874,5.3968553086323325,0.7769532314393869,4,-1,Volatile Portability Hubs
2902014,926,41670,136.1764705882353,90.0,278,97.93735820960346,34110,0.5062330100059215,0.8814631111883474,831618.0,0.0,0.0,0.5062330100059215,269.0,0.7191944231374767,0.8185745140388769,5004,2451.176470588235,1814.1557346081854,2.0414686825054,18.189135,78.400478,Kamareddy,Active,0.07505886214452143,8.379010652663242,2.281942431001457,4,-1,Volatile Portability Hubs
2111002,540,238194,778.4117647058823,787.0,806,34.40921138810091,194958,0.9156589777681999,0.8186743586777638,4700016.0,0.0,0.0,0.9156589777681999,850.1111111111111,0.04420438249812707,0.8184840927983073,14508,14011.411764705883,637.3836225954831,1.0354416987833446,17.996259,79.556466,Hanumakonda,Active,3.621300319348894,-0.026228010823702227,0.05719974386785619,0,0,Active Urban Shops
1675594,536,433476,1416.5882352941176,1349.0,1662,141.29928842820917,354726,1.093047631443741,0.8186504653847644,10629756.0,1704546.0,6.268228521732804,1.093047631443741,1296.0,0.09974619646539142,0.8183290424383357,29916,25498.58823529412,2617.376240121572,1.173241425130803,17.398995,78.418604,Hyderabad,Active,11.321953203294616,-0.1272799240130731,-0.9475881381655809,3,0,High-Volume Urban Hubs
3213049,929,62046,202.76470588235293,185.0,380,83.07135109766725,50760,0.519470011997906,0.8125648120970805,1262592.0,0.0,0.0,0.519470011997906,390.3333333333333,0.4096933474500561,0.8181026979982594,6840,3649.764705882353,1538.7832664727252,1.8740934145633883,18.981851,79.482583,Manchiryala,Active,0.3297597062026183,5.873397854509469,1.4221466351100054,4,0,Volatile Portability Hubs
4318012,940,239058,781.2352941176471,782.0,921,44.511153836031376,195570,0.9721653563313516,0.8181254101476151,4711428.0,0.0,0.0,0.9721653563313516,803.6111111111111,0.056975349387285094,0.8180859875009412,16578,14062.235294117647,824.508302672854,1.1789021911000679,17.966004,79.62022,Warangal,Active,3.829015572878166,0.35716755811931433,0.31422043613038364,0,0,Active Urban Shops
1671195,536,137232,448.47058823529414,444.0,510,37.27594201926136,112248,0.613456294535436,0.8174867236044958,3120786.0,309816.0,10.459186372087332,0.613456294535436,731.0555555555555,0.08311791898313786,0.8179433368310598,9180,8072.470588235294,690.4858903018094,1.1371983210912908,17.363832,78.517656,Hyderabad,Active,1.8852952720304375,1.4301864589459754,-0.04807620394068182,0,0,Active Urban Shops
3719012,934,190062,621.1176470588235,618.0,741,66.6574252675422,155448,1.0631790942654853,0.8178184716167036,4096368.0,0.0,0.0,1.0631790942654853,584.2222222222222,0.10731851780928282,0.8178804811061654,13338,11180.117647058823,1234.73771923195,1.193010701771001,17.542268,78.197418,Sangareddy,Active,2.871808836204286,1.0973754024959212,1.062367940078693,0,0,Active Urban Shops
3003019,927,160758,525.3529411764706,536.0,618,55.67239897574522,131418,1.1224564457064359,0.8158805373006837,2918394.0,0.0,0.0,1.1224564457064359,468.3888888888889,0.10597142342264793,0.8174896428171537,11124,9456.35294117647,1031.2551176343602,1.1763520322472287,17.672712,80.896188,Bhadrdri Kothagudem,Active,1.9493017781520274,1.1705856559405206,1.4623948563839773,0,0,Active Urban Shops
3803063,935,174438,570.0588235294117,572.0,579,9.20244820890662,142560,1.0185813470508993,0.8172023621562536,3627000.0,25758.0,733.2163026935121,1.0185813470508993,559.6666666666666,0.016142980038325514,0.8172531214528944,10422,10261.058823529413,170.46277841079987,1.0156846558662675,0.0,0.0,Siddipet,Active,2.9334896312140484,0.48551645552353906,0.7632048326440779,0,-1,Active Urban Shops
2110005,540,130302,425.8235294117647,429.0,444,11.133831265559573,106470,0.9329290624295694,0.8171463351426733,2545146.0,0.0,0.0,0.9329290624295694,456.44444444444446,0.026146585372912385,0.8171018096422158,7992,7664.823529411765,206.23901040240835,1.04268545379196,18.072885,79.523173,Hanumakonda,Active,0.7914822223064012,0.4904967568877344,0.9041910554203623,0,0,Active Urban Shops
2084140,534,316926,1035.7058823529412,1046.0,1080,39.012882673096726,258948,1.7345477805109182,0.8169465925238171,6313464.0,0.0,0.0,1.7345477805109182,597.1666666666666,0.03766791647882344,0.8170613960356676,19440,18642.70588235294,722.6603424764883,1.0427670812744931,18.446976,79.132252,Karimnagar,Active,5.188582330538761,-1.3132318998959365,1.8914503599198327,3,0,High-Volume Urban Hubs
1585090,537,428256,1399.5294117647059,1407.0,1541,73.84050679394939,349848,1.2523795444067038,0.8166349721346134,8956746.0,953460.0,9.43791027698109,1.2523795444067038,1117.5,0.052760953912959804,0.8169132481506388,27738,25191.529411764706,1367.7944892073085,1.1010843981170142,17.342753,78.541665,Ranga Reddy,Active,9.360337815455441,-1.1192977884099402,-0.3745810602862573,3,0,High-Volume Urban Hubs
2159009,540,103518,338.29411764705884,343.0,348,15.247846331318051,84546,0.9443731355901106,0.815944378443783,2108052.0,0.0,0.0,0.9443731355901106,358.22222222222223,0.04507275041425958,0.8167275256477134,6264,6089.294117647059,282.4455179113935,1.0286906624934795,18.189442,79.703254,Hanumakonda,Active,0.19628559805842727,0.776278586718853,1.167241230907934,0,0,Active Urban Shops
2030701,534,156528,511.52941176470586,513.0,522,10.924515263900936,127836,0.9750742710274083,0.8166842097113352,3065634.0,0.0,0.0,0.9750742710274083,524.6666666666666,0.021356573078003212,0.8166973321067157,9396,9207.529411764706,202.3617174909384,1.0204691812327507,18.586488,79.171518,Karimnagar,Active,1.3861643150670993,0.18566481845603333,0.8052657970637299,0,0,Active Urban Shops
1890035,533,253710,829.1176470588235,828.0,845,7.810829956505818,207180,0.980237802732267,0.8165629873351076,5401890.0,0.0,0.0,0.980237802732267,845.8333333333334,0.009420653370741319,0.8166016317843207,15210,14924.117647058823,144.68495185788203,1.0191557289819084,18.688438,78.113057,Nizamabad,Active,3.7457789972942006,-0.6542820179662423,0.02636251153146773,0,0,Active Urban Shops
3384194,930,407538,1331.8235294117646,1347.0,1488,88.0505158769155,332730,1.0293547561121774,0.8162578084537833,8767782.0,792090.0,10.213372421998809,1.0293547561121774,1293.888888888889,0.06611274987445623,0.8164392032154056,26784,23972.823529411766,1631.0154902427394,1.1172651384656154,17.538145,78.436165,Medchal,Active,9.125200920030434,-0.6350453618856924,-0.9193555329864205,3,0,High-Volume Urban Hubs
1673386,536,266400,870.5882352941177,902.0,1054,101.52506139198371,217494,1.1522783350277297,0.8175345652775439,5948334.0,1035072.0,5.7407047769023,1.1522783350277297,756.0555555555555,0.11661662457187318,0.8164189189189189,18972,15670.588235294117,1880.6130336549675,1.2106756756756758,17.375621,78.43823,Hyderabad,Active,6.1693189416694105,0.88260947145099,0.6237838143054314,3,0,High-Volume Urban Hubs
2245006,541,146736,479.52941176470586,479.0,494,7.613670899827331,119754,0.9532337049391586,0.8160236646952955,2681730.0,0.0,0.0,0.9532337049391586,503.05555555555554,0.015877380433889185,0.8161187438665358,8892,8631.529411764706,141.0328497403437,1.0301766437684003,16.922337,80.361421,Khammam,Active,1.0958758975146374,0.2561566474862278,0.8206462552211395,0,0,Active Urban Shops
3724026,934,136458,445.94117647058823,441.0,562,47.23089226539292,111330,1.0827462342353642,0.816547355701028,2990088.0,0.0,0.0,1.0827462342353642,411.8888888888889,0.10591283056479087,0.8158554280437937,10116,8026.941176470588,874.8877406979303,1.2602559029151827,17.609489,78.076189,Sangareddy,Active,1.4417013774676608,1.4557133035966023,1.532623780449075,0,0,Active Urban Shops
1583632,537,657828,2149.764705882353,2060.0,2883,286.05707935983776,536670,1.2769209306589864,0.8139272578312297,15303888.0,2210472.0,7.121392625126472,1.2769209306589864,1683.5555555555557,0.13306436680121603,0.8158211568981557,51894,38695.76470588235,5298.816513258077,1.3410769988507636,17.36084,78.435488,Ranga Reddy,Active,18.59492599607031,-0.2671344172777225,-1.8360111128779777,3,-1,High-Volume Urban Hubs
2111103,540,217368,710.3529411764706,692.0,935,62.2249194284613,177318,0.9759088694485735,0.8155682032536602,4416588.0,0.0,0.0,0.9759088694485735,727.8888888888889,0.08759718700594916,0.8157502484266314,16830,12786.35294117647,1152.6316053479788,1.3162471016893011,18.011284,79.549541,Hanumakonda,Active,3.585385383333374,1.0916019675646802,0.6126533617215071,0,0,Active Urban Shops
2382028,539,155448,508.0,567.0,634,134.14912182062878,126792,0.8102245550442236,0.8180757797997065,3058164.0,0.0,0.0,0.8102245550442236,627.0555555555555,0.2640730744500567,0.8156553960166744,11412,9144.0,2484.9291740409826,1.2480314960629921,16.870583,79.567888,Nalgonda,Active,2.822978621635062,3.083381256647658,0.9309826420632101,0,0,Active Urban Shops
4504042,981,28692,93.76470588235294,92.0,119,14.811056882572043,23400,0.5579397768311796,0.8188322860734937,509562.0,0.0,0.0,0.5579397768311796,168.05555555555554,0.15795982873508452,0.8155583437892095,2142,1687.764705882353,274.35459022307356,1.269134253450439,18.217689,80.558264,Mulugu,Active,-1.5537638188165008,2.890421857165149,1.064253967957323,1,0,Stable Rural Shops
1679937,536,207000,676.4705882352941,711.0,982,153.7395310075029,168804,0.5629960365273436,0.8105087110803584,4568634.0,695646.0,6.653822369776132,0.5629960365273436,1201.5555555555557,0.22726713279369995,0.8154782608695652,17676,12176.470588235294,2847.814734968881,1.4516521739130435,17.420311,78.51866,Hyderabad,Active,5.635480420381847,3.2238033083430513,-0.5045049101973135,3,0,High-Volume Urban Hubs
2706010,924,268632,877.8823529411765,904.0,973,72.50469209702814,219042,1.3187122395778097,0.8144693615566461,5598162.0,0.0,0.0,1.3187122395778097,665.8888888888889,0.08259044261923602,0.8153980166175289,17514,15801.882352941177,1343.0503472670403,1.1083489681050656,18.79308,78.911506,Jagityal,Active,4.613312275682927,0.018163801172432124,1.1525501551532418,0,0,Active Urban Shops
1539052,537,236412,772.5882352941177,765.0,858,38.20626150927289,192762,1.191656938604712,0.8149814001788119,5138514.0,0.0,0.0,1.191656938604712,648.4444444444445,0.04945229523813302,0.8153647022993756,15444,13906.588235294117,707.7187876218496,1.1105527638190955,17.074002,78.202812,Ranga Reddy,Active,3.5983032819314538,-0.07729425670872923,0.9245753587564867,0,0,Active Urban Shops
2060027,534,123012,402.0,423.0,440,42.22562348489987,100260,0.9166464174036849,0.8157696183431402,2471868.0,0.0,0.0,0.9166464174036849,438.6111111111111,0.10503886439029818,0.8150424348844015,7920,7236.0,782.1719759745934,1.0945273631840795,18.49665,79.094101,Karimnagar,Active,0.9807742931552378,1.3313565196451778,1.0891640648961562,0,0,Active Urban Shops
2706018,924,147960,483.52941176470586,484.0,493,5.290336161533128,120582,0.9387800459692998,0.814947955732448,2976696.0,0.0,0.0,0.9387800459692998,515.3333333333334,0.010941084518985789,0.814963503649635,8874,8703.529411764706,97.99624842759212,1.0195863746958638,18.785474,78.917597,Jagityal,Active,1.150447621958382,0.16758247822578354,0.7341652162081169,0,0,Active Urban Shops
1534005,537,204282,667.5882352941177,666.0,722,27.771085189695125,166428,1.2321241326928494,0.8145357440019733,4406310.0,0.0,0.0,1.2321241326928494,542.0555555555555,0.041599123114355194,0.8146973301612477,12996,12016.588235294117,514.4214054186915,1.081504978412195,17.194183,78.648247,Ranga Reddy,Active,2.705870151381678,-0.06363659175361848,1.2406725853387577,0,0,Active Urban Shops
1679983,536,215964,705.7647058823529,687.0,944,69.06862965703091,175932,0.8342372409956891,0.8137731326348617,4847220.0,810450.0,6.0048440789351085,0.8342372409956891,846.0,0.09786353593678325,0.8146357726287715,16992,12703.764705882353,1279.4019857638455,1.3375562593765626,17.424463,78.521639,Hyderabad,Active,4.670446070298065,1.4212329849900718,0.056798747323407575,3,0,High-Volume Urban Hubs
2084161,534,421380,1377.0588235294117,1365.0,1556,102.9327480776071,343260,1.4924625539061738,0.814456114414637,8257050.0,0.0,0.0,1.4924625539061738,923.5555555555555,0.07474825789488769,0.8146091413925672,28008,24787.058823529413,1906.6885059766646,1.1299444681759931,18.451116,79.112604,Karimnagar,Active,8.218187880006004,-0.9314571090645507,0.6669519193332062,3,0,High-Volume Urban Hubs
1676672,536,184104,601.6470588235294,634.0,711,104.08133456309953,149922,0.8880480658184353,0.8152761564248285,3839760.0,692388.0,5.5244279613477145,0.8880480658184353,677.5,0.17299400543338797,0.8143332029722331,12798,10829.64705882353,1927.9645011376795,1.1817559640203363,17.395895,78.508764,Hyderabad,Active,3.877515433464288,1.9952213158913459,0.6183625398668956,0,0,Active Urban Shops
1481018,538,138528,452.70588235294116,452.0,535,53.61806428568166,112788,0.8859226206049996,0.814276230904309,3000798.0,106452.0,29.744868941586894,0.8859226206049996,511.0,0.11843907131712426,0.8141891891891891,9630,8148.705882352941,993.2013746407299,1.1817827442827442,16.747674,77.975794,Mahbubnagar,Active,1.6973505120943386,1.6116386515417347,0.9282879078048805,0,0,Active Urban Shops
1500002,537,202428,661.5294117647059,631.0,1117,114.8757309371365,164718,0.9473348382619288,0.8129421701595024,4647852.0,0.0,0.0,0.9473348382619288,699.2777777777778,0.17365173625567495,0.8137115418815579,20106,11907.529411764706,2127.915943994471,1.6885114707451538,17.392583,78.359336,Ranga Reddy,Active,4.127938648677245,2.81919159588795,0.9538477074153583,0,-1,Active Urban Shops
2060009,534,204768,669.1764705882352,657.0,855,71.8993027757123,166590,1.1708915478216362,0.8132966833172134,4145922.0,0.0,0.0,1.1708915478216362,572.2222222222222,0.10744445738283309,0.8135548523206751,15390,12045.176470588236,1331.8363373221819,1.2776898734177213,18.460276,79.103851,Karimnagar,Active,3.2453053677045207,1.1171809943696744,1.3143240833991205,0,0,Active Urban Shops
3302224,930,302148,987.4117647058823,995.0,1117,49.501187852846684,245736,1.2622878468972334,0.812976616740448,6199542.0,573372.0,14.42252114768659,1.2622878468972334,782.2777777777778,0.05013226459540055,0.8132967949481711,20106,17773.41176470588,916.9418642165613,1.131240319313714,17.373701,78.534144,Medchal,Active,5.810788428761651,-0.39934897289227794,0.6003353639894747,3,0,High-Volume Urban Hubs
3902005,936,31032,101.41176470588235,84.0,181,36.80743499585326,25236,0.547199710176729,0.8094813930133208,524592.0,0.0,0.0,0.547199710176729,185.33333333333334,0.3629503450867201,0.8132250580046404,3258,1825.4117647058824,681.8074378832641,1.7848027842227376,18.54062,78.817284,Rajanna Siricilla,Active,-1.088111054300707,5.319464070832153,1.660889758045534,4,0,Volatile Portability Hubs
1581313,537,70542,230.52941176470588,227.0,454,99.9273217089057,57366,0.41540996294659494,0.8094636390636732,1330254.0,58500.0,24.4842056543681,0.41540996294659494,554.9444444444445,0.4334688617125279,0.8132176575657055,8172,4149.529411764706,1851.017089252793,1.9693799438632302,17.482222,78.305898,Ranga Reddy,Active,0.9741305872595839,6.353152335029563,1.074586943215294,4,0,Volatile Portability Hubs
2084115,534,297630,972.6470588235294,941.0,1147,89.56546982383215,241938,1.12280826682827,0.8121126936762847,6360624.0,0.0,0.0,1.12280826682827,866.2777777777778,0.09208424475386431,0.812881765951013,20646,17507.647058823528,1659.0779420048525,1.17925612337466,18.433535,79.13926,Karimnagar,Active,5.569302102325676,0.3157720962475876,0.42247334013813,3,0,High-Volume Urban Hubs
1671196,536,144792,473.1764705882353,459.0,611,69.76213615760989,117684,0.4171614399923068,0.8124832478099792,3586950.0,618588.0,5.839623244882696,0.4171614399923068,1134.2777777777778,0.1474336542366196,0.8127797115862755,10998,8517.176470588236,1292.2482460470837,1.2912729985082048,17.372487,78.495158,Hyderabad,Active,3.233290455202909,2.387917140368582,-0.756651980626804,0,0,Active Urban Shops
3810009,935,197424,645.1764705882352,657.0,714,55.057658915062184,160416,1.3079444213636153,0.8121648519647465,4196772.0,0.0,0.0,1.3079444213636153,493.27777777777777,0.0853373633803845,0.812545587162655,12852,11613.176470588236,1019.8678980200156,1.1066739606126914,17.849275,78.682921,Siddipet,Active,2.8002950028364277,0.4138518724477608,1.6117127921314853,0,0,Active Urban Shops
1890029,533,163584,534.5882352941177,536.0,563,15.136333190352623,132912,0.9463602692483928,0.8126518449339463,3459024.0,0.0,0.0,0.9463602692483928,564.8888888888889,0.028314003547094475,0.8125,10134,9622.588235294117,280.3798893518241,1.0531470070422535,18.692055,78.109334,Nizamabad,Active,1.6662908775404417,0.26857792970535826,0.674423218380495,0,0,Active Urban Shops
2721011,924,64926,212.1764705882353,218.0,238,21.044875595115496,52740,0.9260891423747832,0.8124264456351131,1132632.0,0.0,0.0,0.9260891423747832,229.11111111111111,0.09918571808066631,0.8123093983920155,4284,3819.176470588235,389.8275636890812,1.121707790407541,18.829435,78.719935,Jagityal,Active,-0.6653155282269205,1.6347483289491052,1.569655470395165,0,0,Active Urban Shops
3302220,930,43344,141.64705882352942,138.0,202,22.076014901790362,35208,0.5401859685885871,0.8092366003471904,884610.0,144828.0,53.4798062801883,0.5401859685885871,262.22222222222223,0.15585226467210803,0.8122923588039868,3636,2549.6470588235293,408.9280103478592,1.4260797342192693,17.447483,78.528204,Medchal,Active,-0.7996717831854567,3.200649429331769,0.9235222938864508,0,-1,Active Urban Shops
1677778,536,353862,1156.4117647058824,1152.0,1440,142.76604865311342,287406,1.080198040978043,0.8120448689146155,8284950.0,1407366.0,5.890206454561386,1.080198040978043,1070.5555555555557,0.1234560673026567,0.8121979754819676,25920,20815.41176470588,2644.545969037585,1.2452311918205403,17.454252,78.430896,Hyderabad,Active,9.156708072408675,0.7222730366807851,-0.2785951572034286,3,0,High-Volume Urban Hubs
3727029,934,185040,604.7058823529412,612.0,768,89.36217576294658,150264,1.3874714918130069,0.8093364423250946,4270860.0,0.0,0.0,1.3874714918130069,435.8333333333333,0.1477779171177132,0.8120622568093385,13824,10884.70588235294,1655.312197317544,1.2700389105058367,17.683416,77.608846,Sangareddy,Active,3.012921744855014,1.3415681897326415,2.1042750836358146,0,0,Active Urban Shops
1679911,536,236808,773.8823529411765,793.0,842,61.04714020250682,192294,0.8009503215566176,0.8121878980134816,5337198.0,907110.0,5.9000762402691365,0.8009503215566176,966.2222222222222,0.07888426447572332,0.812024931590149,15156,13929.882352941177,1130.8148545602492,1.0880206749771968,17.418228,78.507334,Hyderabad,Active,5.061830675144918,0.6020841926682635,-0.39651993404319347,3,0,High-Volume Urban Hubs
2060026,534,135018,441.2352941176471,431.0,577,39.12280198921059,109620,0.9897333614838804,0.8117352623990579,2782350.0,0.0,0.0,0.9897333614838804,445.8888888888889,0.08866652897168112,0.8118917477669644,10386,7942.235294117647,724.6964476085628,1.3076923076923077,18.496683,79.094131,Karimnagar,Active,1.328386986755087,1.5014593872268254,1.2728129097963266,0,0,Active Urban Shops
3803064,935,111258,363.5882352941176,346.0,459,42.848651590278905,90288,0.6942497743816104,0.8102464295286363,2359530.0,14814.0,9.745985534470433,0.6942497743816104,523.7222222222222,0.11784938958659463,0.811519171655072,8262,6544.588235294118,793.7127202917571,1.26241708461414,18.109995,78.879582,Siddipet,Active,0.8807667709220257,2.056360656965865,0.6297162363327545,0,0,Active Urban Shops
